,tweetID,OriginalTweetID,OrigLoc,OrigScrNm,RetweetCt
5488,3346642625,3043509831,WorldWide,NewRussiaPress,12.0
10446,2828454052,2786326501,"Grand Rapids MI, USA",MasjidSunnahGR,12.0
14230,308130306,845804107,"Oblast di Novosibirsk, Russia",Russ_Warrior,12.0
3792,266456134,2220009464,,mariannethyssen,12.0
2390,2766753216,3080511838,Charnock Sheffield,DrDomGB,11.0
7120,2604249164,258856900,Ljubljana,JJansaSDS,11.0
13200,92507225,2365455722,Geneva,GerrySimpsonHRW,11.0
2544,40532427,12912542,ENGLAND ,Juliet777777,11.0
13194,29478334,17499355,"Θεσσαλονίκη, Greece",albertjohn,11.0
10742,56653426,2831274544,The Hague. the Netherlands,Sijbren_deJong,11.0
3156,16216034,2768501,Australia,abcnews,11.0
21054,74654949,19387828,"Lewes, East Sussex, UK",spygun,11.0
4286,160950133,50643002,GLOBAL,INTERPOL_HQ,11.0
5654,2653170939,125995973,New York,EUatUN,11.0
114,2525601571,708479918,Sweden,maria_engstrom,11.0
8164,23565311,129673790,Australia,ABCNews24,11.0
12282,141808710,431186439,Brussels,leo_axt,11.0
16130,2151002491,3297677265,Random by choice ,GGuedeney,11.0
16830,363603003,2786326501,"Grand Rapids MI, USA",MasjidSunnahGR,11.0
6792,2314855268,1725317240,,nekomimimikon,11.0
576,416409136,518615888,London and Dublin,RonanLTynan,11.0
3428,117466175,34262462,,SputnikInt,11.0
15702,2325542232,97759921,South Africa,vitolaterza09,11.0
26936,553388088,1067999394,UK,EUEXIT,11.0
13218,96463885,3145203594,Team Richie Allen Los Angeles,marymredith79,11.0
15706,436935082,19667156,Scotland,communist_party,11.0
26202,701734735,1160259043,,EU_Buster,11.0
4702,47628399,25049056,Paris,France24_en,11.0
13930,347448422,795521690,"London, UK",JamesKerLindsay,11.0
13316,17583985,358328909,Georgia,BokuIrakli,11.0
26868,590337173,2739361664,,TheAdviceStaff,11.0
1718,1513507111,1227916478,,actualiteitjunk,11.0
918,597142651,85951959,,Experian_US,11.0
22610,74469662,182479169,London,RobinBew,11.0
14524,1277116148,98047213,,Huawei,11.0
5850,2352436693,31080136,"Kyiv, Ukraine",Ukroblogger,11.0
11064,23804708,220671535,London,BetterOffOut,11.0
21268,483223,744601892,Jerusalem,AmichaiStein1,11.0
4212,2768707984,38490899,Biafra-Land Under Occupation,ThinkBiafra,11.0
24802,3047184855,344778430,"London, UK",PlanetPonzi,11.0
15838,23227936,229670513,Planet Earth,NYorksSocialist,11.0
5130,3228455908,845804107,"Oblast di Novosibirsk, Russia",Russ_Warrior,11.0
19038,14225264,156175361,"4, 8, 15, 16, 23, and 42 ",faiselr,11.0
13884,2361820912,1951870741,Anonymous,anons4cetaceans,11.0
21212,278163869,2509971319,Vienna,StartUscc,10.0
10512,2571950597,1580771017,,RuthLeaEcon,10.0
9318,2610632236,2591317590,melbourne,RoyRp17,10.0
614,884737628,43446538,"Irvine, CA",RealtyTrac,10.0
6602,408314057,353773606,"Piraeus, Greece",BrunoTersago,10.0
572,224486559,705116911,UK,Brad_M007,10.0
11646,2432938788,1022147078,,climate_rev,10.0
4968,110651317,1412766098,,PDUrope,10.0
6962,53042806,795521690,"London, UK",JamesKerLindsay,10.0
23324,1219115172,222061457,"Melbourne, Victoria",Karamarkos,10.0
5816,351326977,2586288284,,AnonOpBEAST,10.0
8638,44890795,232242473,,PhilHoganEU,10.0
8322,2477973888,2598298903,Worldwide,StormBringer15,10.0
3898,3014679406,286673698,Madrid,guyMadrid,10.0
8760,551522707,2874880006,Brussels,Food_EU,10.0
23526,1396782456,83894723,"Brussels, BE",eufederalists,10.0
15534,21563704,417463024,"Dublin, Ireland",Glenna_lynch,10.0
636,2932345708,10257602,"Thessaloniki, Greece",teacherdude,10.0
10234,3094548504,470099591,Brussels and Worldwide,eu_echo,10.0
9494,27839828,2458907334,Finchley,KhanUKIP,10.0
3808,3039126990,39743812,,EconomicTimes,10.0
2130,879038035,403647191,UK,Ian56789,10.0
18594,1375078566,518615888,London and Dublin,RonanLTynan,10.0
13864,91404349,1869115328,Brussels,tom_moylan,10.0
6456,44620154,426950508,United Kingdom,JasonLiosatos,10.0
15884,2852652593,380875509,London,JorgenFaxholm,10.0
3452,1471493263,182876615,Global,standardpoors,10.0
11262,2352261043,319599884,,gtsulaia,10.0
17040,168687116,344778430,"London, UK",PlanetPonzi,10.0
11990,23143326,226890990,"Geneva, Switzerland",7piliers,10.0
23748,1098130064,9255292,"Southampton, UK",peterbcampbell,10.0
13556,19331152,3051725225,LONDON/ESSEX,stardust193,10.0
532,123310946,1426612292,,Bugzbni,10.0
2142,3226547791,15612015,"Madison Avenue, NYC",blackenterprise,10.0
15102,1370724841,380824639,Brussels,BelgiumMFA,10.0
9094,2376943699,1725317240,,nekomimimikon,10.0
25414,2415264335,52436759,near Guildford,keithpp,10.0
9546,2199977731,575269517,Brussels,V_Andriukaitis,10.0
3892,386425059,2215324790,Somewhere in Greece,DOC_PROVOCATEUR,10.0
17430,259517435,14460241,"Brooklyn, NY",WilliamsJon,10.0
16524,1114205983,127819404,"Reykjavik, Iceland",Hjortur_J,9.0
15970,77816846,20770862,Brussels,Carnegie_Europe,9.0
5760,1618636674,19392297,Europe,visiteurope,9.0
17830,2421835209,18563301,"Punjab, Pakistan",Rabwah,9.0
8548,107794703,243393079,"Michael St George, Southern UK",A_Liberty_Rebel,9.0
17724,209044424,166284293,,JournalNEO,9.0
13480,2477147719,79798955,Anglesey,frederickone,9.0
3162,576567804,138352046,"London, UK",SophiaIgnatidou,9.0
2920,596779638,262418358,Global,DrSimonAtkins,9.0
428,58869220,14410652,"Washington, DC",club4growth,9.0
17422,97492736,18380551,,PrisonPlanetTV,9.0
5404,594785149,187594286,,vasilis_73,9.0
18088,275747416,771596778,"Europe, not EU",GetBritainOut,9.0
24568,2477587172,769754899,"Largo, FL",LanceTruPatriot,9.0
7844,419498039,143440559,"Tirana, Albania",AlbanianMFA,9.0
17446,3145667929,2864332127,New York | New Jersey ,UMMMpublishing,9.0
17876,569457680,1278440773,The Universe,NoKingButJesus,9.0
25822,60006673,351420742,Here and There,treisiroon,9.0
496,804884719,10257602,"Thessaloniki, Greece",teacherdude,9.0
12690,557217532,59490293,London,Global_Witness,9.0
9790,554118761,988900345,"The Hague, The Netherlands",Europol_EU,9.0
14296,317231859,114924199,Netherlands,ietsist,9.0
14226,2190315380,277924273,North Yorkshire,BearGardenMan,9.0
26126,389486216,3145203594,Team Richie Allen Los Angeles,marymredith79,9.0
26204,617022957,224191683,,jm111t,9.0
26340,2677180819,518615888,London and Dublin,RonanLTynan,9.0
14620,550415486,35585695,50c St Ninians Road 16-03-2003,derekrootboy,9.0
18764,47914065,90602388,,nstamouli,9.0
11582,125641951,3042293675,België/Belgique/Belgium,TTIP_Be,9.0
14016,297024066,17427729,Metroluvvie bubble (Woking),mkpdavies,9.0
14644,259784647,18017238,"Zeist, The Netherlands",Houthum,9.0
24268,1872618817,17822649,"Portorož, Slovenia",slashrsm,9.0
12350,109014242,602164129,Hillingdon,UKIPHillingdon,9.0
12314,78297104,2352931153,Lebanon,LinaKhatibCMEC,9.0
4896,17694306,2650147916,"Washington, D.C.",RadixNewsNet,9.0
22140,167867162,349978606,London,NewsFromStudio,9.0
3608,445145264,49497445,"Las Vegas, NV",BadCreditExpert,9.0
12774,47862165,131091099,Utopia,RiotTurtle65,9.0
12508,2302137240,2509971319,Vienna,StartUscc,9.0
1306,3321728207,22408037,Brussels,AYdiplomat,9.0
9340,980594161,2453354300,,UKIPLocal,9.0
1314,43206205,103822311,London,BNE_Group,9.0
6128,28313394,23602600,"London, UK",timeshighered,9.0
7342,17287251,40129171,"Berlin, Germany",Schuldensuehner,9.0
21204,586508016,373269727,Berlin,lainee42,9.0
2360,2200777121,43317911,Brussels,euobs,9.0
19260,2867541859,367999975,Kent & London,Charlton_UKIP,9.0
20724,3627001,555370896,England,RedHotSquirrel,9.0
7848,959947411,77528520,Athens · Berlin · Brussels,YanniKouts,9.0
7864,256484750,575269517,Brussels,V_Andriukaitis,9.0
122,30887280,324572101,UK,Redbaron9495,9.0
12386,1213390032,393271504,"Beijing, China",nonsequiturcouk,9.0
7894,2692245882,461919971,"Brussels, Europe",EU_Justice,9.0
22374,1960302488,120540361,The Hague,TonyAgotha,9.0
10568,472557970,2978062070,"Bristol, UK",bastionradio,9.0
20056,1121561198,247422094,"Bangkok, Thailand",LandDestroyer,9.0
6070,493905015,52354508,Cologne - Istanbul,AliCologne,9.0
11000,845460426,220671535,London,BetterOffOut,9.0
10488,243513284,125995973,New York,EUatUN,9.0
8166,2465102024,3043509831,WorldWide,NewRussiaPress,9.0
11280,362730804,207441433,,bopanc,9.0
8086,2915340082,340278160,"Rome, Italy",FAOfish,9.0
8856,3196434632,2212083849,"Nicosia, Cyprus",GLakkotrypis,9.0
6224,172673592,38490899,Biafra-Land Under Occupation,ThinkBiafra,9.0
7398,44890795,412303032,Brussels,US2EU,9.0
1350,2799150477,236377912,"Dublin, Ireland",RBoydBarrett,9.0
8840,293531867,124169976,,RegularGrrrl,9.0
8860,2790705728,20589511,London,GreenJennyJones,9.0
8716,360721407,209243408,"Dublin, Ireland",LegalEagleStar,9.0
20568,18525497,32429400,"Brussels, global",PoliticoRyan,9.0
5434,21196759,607946179,"Brussels, Belgium",LotteLeicht1,9.0
5810,2859127947,1107642668,Brussels,B_a_campos,9.0
5520,351044626,2366000303,,MaxTVTop10,9.0
9860,1244150881,2858648025,"Plymouth, Devon, England",Penny__Mills,8.0
17984,3032286119,389930125,Amsterdam,Phoenix1008,8.0
17978,976682341,263835053,"Assen, NL",shinshuii,8.0
1290,156593609,77491117,"athens, greece",fcoin,8.0
19704,45024490,574672888,Vancouver London NYC Amsterdam,RT2EAT,8.0
8574,2598298903,3043509831,WorldWide,NewRussiaPress,8.0
1678,3145730118,147635641,,Tentuil,8.0
4780,3323650419,38490899,Biafra-Land Under Occupation,ThinkBiafra,8.0
6910,2160710648,20770862,Brussels,Carnegie_Europe,8.0
14054,274432267,16866956,,SwissRe,8.0
13816,27839828,22085760,"Lincoln, England",marwilk,8.0
13136,842296466,1379469558,"Edinburgh, Scotland",SCRIPTCentre,8.0
3918,106755054,2307296534,Down The Rabbit Hole,JulieSheats,8.0
13942,2173312541,2468828556,,AndreyPanevin,8.0
23810,123260463,20851133,"South Aegean, Greece",MilitaryRaiden,8.0
19572,318257091,474254923,,MarcoInBxl,8.0
9396,994074914,207441433,,bopanc,8.0
11682,2745739018,2899936690,,SaorAgusGaelach,8.0
11490,1893547884,94421751,"Edinburgh, Europe",ToniGiugliano,8.0
18766,243172379,460005853,Jerusalem,LukeReuters,8.0
10844,56363702,19287037,Europe,TheProgressives,8.0
4876,545745037,2260334557,"YOKOHAMA,JAPAN",Xmas045,8.0
2798,316688306,275407701,"Athens, GR",sesikar,8.0
22946,36063583,2330998107,liverpool england,Carlfletcher15,8.0
5880,3025428083,2670627368,,SpecGhost,8.0
10014,2966824241,2798125167,Sheffield,steven_winstone,8.0
8906,2945564663,135441408,Bruxseille,sockdem,8.0
12278,334926329,90602388,,nstamouli,8.0
2830,1270630717,602120566,,fb_fitz,8.0
7566,334098224,222061457,"Melbourne, Victoria",Karamarkos,8.0
22060,2775981424,1166090845,,EvansShirihuru,8.0
4388,587450353,3013899711,Our Land Of Enchantment ,RNRNewMexico,8.0
4658,21174987,10085872,Toronto,AntoniaZ,8.0
21532,616047393,12890262,Belgium,bramdhooghe,8.0
14916,146177591,2348285898,#FreePalestine,BarbiRashid,8.0
15348,83711992,3263446373,"South East, UK",Rich_A_S,8.0
5616,138353256,240251200,Brussels,jaemmanouilidis,8.0
7268,280799823,1725317240,,nekomimimikon,8.0
7442,426561297,391115624,instagram.com/derekhough,DHchamp,8.0
20772,493453810,91581385,,freenet2004,8.0
15336,112215087,103822311,London,BNE_Group,8.0
2750,41356390,358054105,Helsinki,mariholopainen,8.0
8234,16389666,3171851216,United States,GreekPlight,8.0
16222,974957870,59490293,London,Global_Witness,8.0
15488,17427729,330990433,UK London,deejayhome,8.0
4002,1134728358,782303490,Firmly Grounded In Reality,DefiantLionUK,8.0
6794,307452066,19016842,"Stockholm, Sweden",TheLocalSweden,8.0
13822,121720847,74782116,Wicklow,TherealGerRyan,8.0
26950,361768686,209243408,"Dublin, Ireland",LegalEagleStar,8.0
11822,608647639,289511094,up a hill,bernerlap,8.0
14572,2565423540,358328909,Georgia,BokuIrakli,8.0
12652,2602854618,166284293,,JournalNEO,8.0
4156,514455738,318489159,London - UK ,eevriviades,8.0
6712,47328785,1943801340,,BudapestBeacon,8.0
17852,299741605,217197823,the kingdom of kerry,gazzahead,8.0
15030,901708806,32429400,"Brussels, global",PoliticoRyan,8.0
21414,870804655,277924273,North Yorkshire,BearGardenMan,8.0
10084,886815140,2461055676,Europe,europe_creative,8.0
7768,121855199,367999975,Kent & London,Charlton_UKIP,8.0
7854,91119778,606785697,#EUSSR,CommonSenseASAP,8.0
8200,851595018,819843415,London & Brussels,ClaudeMoraesMEP,8.0
13522,27839828,3051725225,LONDON/ESSEX,stardust193,8.0
12708,39543486,493307362,,PanosYobov,8.0
12960,1710493573,224191683,,jm111t,8.0
26056,871599601,344778430,"London, UK",PlanetPonzi,8.0
3418,478894654,188736341,Brussels,Bruegel_org,8.0
26930,1705271593,526344841,Cyprus,AAttalides,8.0
11190,1471928058,715839908,London,EPinUK_edu,7.0
26724,826378716,19038934,Toronto,CBCAlerts,7.0
19118,2529424104,117810351,,WSWS_Updates,7.0
8314,2242194918,3071997532,"Riga, Tallinn, Vilnius",TBTBusiness,7.0
922,951906282,344778430,"London, UK",PlanetPonzi,7.0
17878,19066466,795521690,"London, UK",JamesKerLindsay,7.0
26022,3184639861,551520060,{{social activist In France}}},Siddiq_bugti,7.0
8634,398504831,138369105,African Union Headquarters,AU_PSD,7.0
11762,85176546,1893562916,"Ireland, #opendataIRL",OKFirl,7.0
7278,2680636746,2215324790,Somewhere in Greece,DOC_PROVOCATEUR,7.0
2168,391224240,211175054,Salisbury,ClareMoodyMEP,7.0
22158,227303083,3311666153,Malta,_markscicluna,7.0
21518,3170408384,18270066,"Washington, DC",FreedomHouseDC,7.0
5340,186478607,2365672292,London,T_Coombes,7.0
10384,37987077,92034115,"Brussels, Belgium",Green_Europe,7.0
6404,134445580,2472445567,,evapaunova,7.0
4694,1536762780,277472845,Greece,Nasim_Lomani,7.0
22280,1220994091,170438644,,malicemagic,7.0
8858,3349775525,15067551,"Bay Area, CA",marcidale,7.0
10682,2314855268,1725317240,,nekomimimikon,7.0
12834,2319112904,191973989,,LSEmediapolicy,7.0
11476,223866069,990802033,Brussels ,EUWatchers,7.0
10554,421183145,89134471,"Brussels, Belgium",HealthandEnv,7.0
11712,322756429,257415817,Brussels,EU_EESC,7.0
15258,100027195,20377723,Aachen and Boston,masscustom,7.0
14144,390756366,6473022,"Stockholm, Sweden",ChrChristensen,7.0
8452,2231276580,74109828,"Dublin, Ireland",eurofound,7.0
1032,2281278344,198321619,Athens - Geneva - Istanbul,rapidis,7.0
2334,611595712,353773606,"Piraeus, Greece",BrunoTersago,7.0
9092,2430025104,1947060127,Dublin,aor_4,7.0
10822,2749328169,331538014,Caerphilly,GouldSam,7.0
12592,30887280,2530309800,UK,StopTheNWO_UK,7.0
4308,123102547,178895671,Cardiff,Mambear04,7.0
16938,2772695072,1038990073,"Kirkkonummi, Finland",akivanni,7.0
17622,262302919,73760208,Berlin/Bxl/Lndn/Paris/Oslo/NYC,SonyKapoor,7.0
19380,2744807277,444551766,Veritas Liberabit Vos,Greekstudent12,7.0
12868,73525922,3174036887,United Kingdom,EUAreKidding,7.0
12912,2368575918,277924273,North Yorkshire,BearGardenMan,7.0
15530,186008783,420171034,nederland,omagaal,7.0
758,974480149,556534758,www.Dreamgirlspeaker.com,JaNetAdamsSpeak,7.0
7276,1419197923,478679663,North West England,Steven_Woolfe,7.0
364,25584888,2484021120,,eprotothema,7.0
23774,2602176076,1294551798,"Brussels, Strasbourg, Fürth",thaendel,7.0
5894,63949570,17677371,"Dubai, United Arab Emirates",haroonhaider,7.0
5326,2316065196,1187136625,Spanje,JackMarsman,7.0
2268,1672386103,403647191,UK,Ian56789,7.0
26270,2987516222,131249283,New York,GatestoneInst,7.0
1750,608033428,236176357,,Greekboy8,7.0
21866,1340089105,17999966,EU / Merica,reFocusZone,7.0
24344,2834057790,106669711,"Kuala Lumpur, Malaysia",bernamadotcom,7.0
3756,122366625,1205738894,"Geneva, Switzerland",EU_UNGeneva,7.0
7440,2294367866,339532820,,IVejvoda,7.0
2844,61170779,39743812,,EconomicTimes,7.0
23216,446186712,769754899,"Largo, FL",LanceTruPatriot,7.0
3114,425777530,35237963,Peterhof,Russianspringru,7.0
25658,17583985,358328909,Georgia,BokuIrakli,7.0
6434,69015594,76942627,"Berlin, Germany",yermibrenner,7.0
3718,301472331,523704145,Brussels,ElodieLamer,7.0
24588,265350167,399726279,"Munster, Ireland",PPLimages,7.0
6440,3300196949,3343808051,أرض الله الواسعة ,egypt_today15,7.0
2922,606369069,3051725225,LONDON/ESSEX,stardust193,7.0
202,2526722684,38490899,Biafra-Land Under Occupation,ThinkBiafra,7.0
5750,18680083,19649135,"Rome, Italy",FAOnews,7.0
6762,79621799,863527548,Baltimore & Paris,steve_hanke,7.0
10730,580115733,2515412247,HIBERNIA,GaoHualichan,7.0
21308,436446659,90602388,,nstamouli,7.0
25518,1886224980,42842577,Neuland,Valandir,7.0
6632,408145416,185817496,,FERNnews,7.0
23018,1271690323,35927691,United States,drlindeman,7.0
7484,454988446,40935547,,Myriam_K,7.0
6616,3224297358,3189621368,"South Block , India",2015AjitDoval05,7.0
11932,30817168,77528520,Athens · Berlin · Brussels,YanniKouts,7.0
3484,1313633754,626082246,,Bankofisland,7.0
7908,256484750,2874880006,Brussels,Food_EU,7.0
5154,107794703,543350938,Nottingham,kipperlounge,7.0
4710,353353761,1001929386,The Netherlands,Baka_62,7.0
3882,1629240278,71027475,,GetRichSlowly,7.0
3216,20635950,226162429,London,R3PressOffice,7.0
5572,62625898,607946179,"Brussels, Belgium",LotteLeicht1,7.0
3764,3077047918,606785697,#EUSSR,CommonSenseASAP,7.0
4432,459119967,1020447828,"Houston, TX and IAH",DarenGlenister,7.0
2064,128195806,510499013,,Judy_Dempsey,7.0
5636,2592010609,1928492846,OUT OF THE EU ?????????????,gavtheukip,7.0
2986,2225655619,3318609034,,EsmailMaleki,7.0
2992,145703465,44890795,"18 Dawson Street, Dublin 2 ",eurireland,7.0
9784,2181584432,247399641,,AnonymousVideo,7.0
9388,3330818799,2586288284,,AnonOpBEAST,7.0
14970,51410799,239862568,Dublin & Brussels,NChildersMEP,6.0
3314,369028288,2739596257,"Moscow, Russia",RussiaInsider,6.0
4268,1374378014,318489159,London - UK ,eevriviades,6.0
26462,368880022,1909306080,UK-Portugal-Europe-World,costajoaoda,6.0
0,784943635,1278440773,The Universe,NoKingButJesus,6.0
17388,22524462,1927329198,Amsterdam,RikDelhaas,6.0
17572,100798716,937531525,"Washington, D.C.",MetodijaKoloski,6.0
7960,2326604153,3263446373,"South East, UK",Rich_A_S,6.0
7588,267734780,2349971641,,ThaliaArvaniti,6.0
5164,3111104217,2793464462,West Midlands,XaiderTalks,6.0
23890,98930752,48056760,"London, UK",lampos,6.0
13526,271376020,142696927,Europe,laurnorman,6.0
302,478863602,2222178930,New York/Roma,Onuitalia,6.0
458,2377412672,131241003,"Burscough, North West UK",lee_masterson,6.0
15230,309015244,3289713977,Finland-Brussels-Europe,CoR_President,6.0
6986,321582062,270921976,CANADA,mog7546,6.0
14932,111997992,484186057,,CWUSCP,6.0
82,138619042,76461541,,ameliatimbers,6.0
1810,974480149,182876615,Global,standardpoors,6.0
14036,23185674,243393079,"Michael St George, Southern UK",A_Liberty_Rebel,6.0
190,345752316,53027368,London,tgw123,6.0
7522,729076501,90602388,,nstamouli,6.0
470,1522458121,889588436,"Istanbul, Turkey",SinemTezyapar,6.0
15824,3009706660,720700542, 's-Hertogenbosch,SchouwDick,6.0
6210,2533688343,32429400,"Brussels, global",PoliticoRyan,6.0
25068,2889971332,1271025590,"KremlinBot Factory, naturally.",NinaByzantina,6.0
8474,2189286679,2841642789,Dutchie in New Amsterdam / NYC,Nicolaasderegt,6.0
17822,3161768583,2256057176,"Quito, Ecuador",cspannos,6.0
8334,1157998860,1101399690,www.claushecking.com,ClausHecking,6.0
3346,80384221,127978583,Thessaloniki,byronrallis,6.0
16280,49430686,2464329458,Universal,AllDigitalCoins,6.0
15358,3186561623,769876950,"Chicago, IL",HRWchi,6.0
6842,252624877,1013808600,Toronto,JohnOCAP,6.0
9030,161497051,461919971,"Brussels, Europe",EU_Justice,6.0
1328,236631220,2719411939,North East Somerset,nesUKIP,6.0
7760,262178588,184756856,Brussels,EPHA_EU,6.0
21614,1966419620,21568602,Berlin + #МояДача,mbaudier,6.0
9162,2719268039,785371303,Los Angeles,medellinemil,6.0
6848,2458308526,344778430,"London, UK",PlanetPonzi,6.0
7270,466369637,153061547,Berlin,NvOndarza,6.0
21220,2969522713,318067233,,Exkoz,6.0
19968,93306003,23922797,Hong Kong,SCMP_News,6.0
8912,75033178,81136269,"London, UK",MiddleEastMnt,6.0
8896,2782120970,39743812,,EconomicTimes,6.0
9080,2824949634,34888595,Cambridge / Norwich,GreenRupertRead,6.0
6294,42952347,21055792,Worldwide,CFAinstitute,6.0
21598,2762592056,19387828,"Lewes, East Sussex, UK",spygun,6.0
20018,1382078918,23852455,Members are world-wide,NCURA,6.0
5798,792446976,17436585,Santa Monica,aprilritchey,6.0
9654,2506880677,1427397266,Europe,NetTechEU,6.0
17222,972625112,40885302,,wsrw,6.0
17020,40219220,546924455,,nonjob1,6.0
7184,286361635,40129171,"Berlin, Germany",Schuldensuehner,6.0
16140,900414258,3080511838,Charnock Sheffield,DrDomGB,6.0
5784,2900568917,479127285,In orbit around 3466498c,PeterClutton,6.0
12754,19242404,172334147,Sussex,SussexNRGGroup,6.0
15308,1485125072,135139643,,ianrmillard,6.0
1592,2914009158,369731759,New York,IPI_GO,6.0
26982,545134288,2867329294,,frontenDDDfire,6.0
18086,2483827339,569061144,Brussels,StPapagianneas,6.0
22712,351044626,222061457,"Melbourne, Victoria",Karamarkos,6.0
9982,979108879,2484021120,,eprotothema,6.0
9802,1220264852,811192656,,mindingottawa,6.0
5494,49286689,808856347,Brussels,CCIAEurope,6.0
23196,3348878937,107692966,Swansea,Gilambesh,6.0
12608,570228287,1894632307,,RikeFranke,6.0
11174,296505265,3051725225,LONDON/ESSEX,stardust193,6.0
912,1176415704,1001929386,The Netherlands,Baka_62,6.0
8798,3194830037,795521690,"London, UK",JamesKerLindsay,6.0
17940,3231170470,1268333359,,MalcCarter,6.0
11348,600216110,2350408909,,hugoturner1969,6.0
13484,1370891725,178895671,Cardiff,Mambear04,6.0
2078,2734087205,367999975,Kent & London,Charlton_UKIP,6.0
5718,219280740,317709568,"Thessaloniki, Greece",mary_i_c,6.0
8704,405028433,453893556,"Rome, Italy",FAOKnowledge,6.0
14540,3081504663,252062789,Havant Constituency,John_Perry_UK,6.0
11050,2914009158,342864030,Cyprus,MariosKaratzias,6.0
844,483256646,22972870,"New Orleans, Dallas",BlanchardGold,6.0
8614,1189618712,111442679,Cumbria,Yorkshire_Hero,6.0
5952,84571957,50591603,"Brussels, Belgium",ukineu,6.0
13078,475697665,166284293,,JournalNEO,6.0
18094,543331330,472063511,Europe,YoungDemsEU,6.0
17930,1629970141,86913960,Balearic Islands Spain,miguelmcminn,6.0
9006,1048569829,413062600,United Kingdom,OpentoExport,6.0
5962,2177336926,38490899,Biafra-Land Under Occupation,ThinkBiafra,6.0
408,2502861456,1429032192,"Sydney, Australia",JordanEliseo,6.0
10056,17535273,37901739,"Brussels, Belgium",G4V,6.0
3168,386458429,863527548,Baltimore & Paris,steve_hanke,6.0
5728,63766213,3043509831,WorldWide,NewRussiaPress,6.0
18740,294592706,218264459,la terra firma,lisa_alba,6.0
19404,2947446089,289511094,up a hill,bernerlap,6.0
15512,1651132772,1067999394,UK,EUEXIT,6.0
8486,236028801,218540006,,rodewijntjes,6.0
3696,212751384,110686923,Dublin ,Dochasnetwork,6.0
17872,16902857,310100825,Malta,RamonCasha,6.0
9852,1304278428,24864675,Brussels,BMBrussels,6.0
2826,2586273553,607946179,"Brussels, Belgium",LotteLeicht1,6.0
5122,2481894545,2180371,Iran,Iran,6.0
9778,21545704,34143160,Global,BHRRC,6.0
23042,1341876684,574692308,Düsseldorf,chris_pyak,6.0
4858,56973944,448516309,London ,SimonsAdviser,6.0
11628,2891240529,2847838805,"3080 Tervuren, Flanders",Rik3080,6.0
1184,285158775,1342880923,,SyrCoalition,6.0
4586,1972193742,236842863,"London, UK",AfricaResearch,6.0
10636,942226236,3127658460,"USA,UK, Ireland",political_ppl,6.0
10342,3242015459,174628272,UK,FreefromTorture,6.0
2480,156248714,189804639,outside the box,IanCampbell_,6.0
19580,2211081,91729248,NYC,JesseLaGreca,6.0
10632,1299643704,89134471,"Brussels, Belgium",HealthandEnv,6.0
9760,2604249164,358328909,Georgia,BokuIrakli,6.0
10648,108796383,845804107,"Oblast di Novosibirsk, Russia",Russ_Warrior,6.0
6148,59434294,1994321,"Paris, France",FRANCE24,6.0
10670,63681843,1580771017,,RuthLeaEcon,6.0
10486,101846367,1113932371,Rome,TheLocalItaly,6.0
1080,871272474,1407273368,,MichaelHomem,6.0
11974,245284484,3056231416,"Berlin, Germany",BerlinPolicy,5.0
12726,172694825,172759138,UK,ViridorUK,5.0
2134,20850688,1899486349,"Location: Athens, Greece",GermanyinGreece,5.0
5442,262751654,62541585,London,Piers_Corbyn,5.0
6854,64999824,2239487486,Often Reduced To Sneers,PLinotype,5.0
11922,3347341931,2388068768,Planet Earth ~ The Milky Way.,Shadz66,5.0
17132,1917024444,2387887890,,IranFrontPage,5.0
1526,874763028,305906928,Charlottesville Virginia,AgainstCronyCap,5.0
18250,28077489,1058629195,"Washington, D.C.",TheMediWay,5.0
17166,236313608,265591149,New York,NantinaVgontzas,5.0
12830,1364801629,22168210,Netherlands,hdevreij,5.0
17254,295119772,1541174108,,stkildasunrise,5.0
12052,2151353022,192881357,"Brussels, Belgium",JamesPanichi,5.0
25850,255234877,3291583617,UK,OnBrexit,5.0
17214,555904639,869912514,Brussels & Frankfurt,EBF_FBE,5.0
1598,2473072286,2899936690,,SaorAgusGaelach,5.0
24680,1460958716,302222823,,ChKountouris,5.0
16488,52165529,226301749,Friesland,RonaldPlokker,5.0
17334,1887891366,267260451,Leeds,cia262,5.0
24404,2350962437,17420656,South Africa,zafosjoh,5.0
2670,262637172,454779231,Oxford,catherinemep,5.0
16970,193223965,285523752,"Cyprus, European Union",prot_stavrou,5.0
16454,17665641,2343807284,Brussels / Berlin,FishKnigge,5.0
24294,1070623848,1032894392,roeselare,wardmarkey,5.0
3650,622656101,47962856,Oxford UK,MichaelLee2009,5.0
6320,3077145837,236377912,"Dublin, Ireland",RBoydBarrett,5.0
24408,102290428,834216733,,CPyrgaki,5.0
5574,602274330,38422859,,MFS001,5.0
560,453643985,1183898623,,CKohutS,5.0
192,1289175368,507211024,Brussels,Ecommerce_EU,5.0
12340,1578117396,30182732,All over the world & London,F1Photographer,5.0
12654,260820043,53416347,London,greenroofsuk,5.0
24524,58868828,27819656,Toronto Tokyo Gilead SriLanka,Halibutron,5.0
7970,2609695688,289290980,Brussels,RenovateEurope,5.0
1254,974480149,301474193,"Barcelona, Spanish r-Evolution",emmaviles,5.0
9606,969632880,2509971319,Vienna,StartUscc,5.0
10086,402805323,819057979,Brussels (Belgium),inea_eu,5.0
2854,587437832,2306574068,London,Berenberg_Econ,5.0
